LSOA code (2011),LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Rank,Index of Multiple Deprivation (IMD) Decile,,Aggregate IMD Decile,Borough
E01003054,Lambeth 015C,E09000022,Lambeth,"12,938",4,,,
E01003055,Lambeth 016D,E09000022,Lambeth,"6,234",2,,,
E01003056,Lambeth 015D,E09000022,Lambeth,"8,059",3,,,
E01003057,Lambeth 017D,E09000022,Lambeth,"5,352",2,,,
E01003058,Lambeth 015E,E09000022,Lambeth,"11,169",4,,,
E01003059,Lambeth 011D,E09000022,Lambeth,"4,517",2,,,
E01003060,Lambeth 011E,E09000022,Lambeth,"5,258",2,,,
E01003061,Lambeth 011F,E09000022,Lambeth,"4,907",2,,,
E01003062,Lambeth 033A,E09000022,Lambeth,"12,428",4,,,
E01003063,Lambeth 033B,E09000022,Lambeth,"4,968",2,,,
E01003064,Lambeth 028A,E09000022,Lambeth,"21,253",7,,,
E01003065,Lambeth 031A,E09000022,Lambeth,"3,955",2,,,
E01003066,Lambeth 028B,E09000022,Lambeth,"5,079",2,,,
E01003067,Lambeth 033C,E09000022,Lambeth,"13,955",5,,,
E01003068,Lambeth 031B,E09000022,Lambeth,"8,594",3,,,
E01003069,Lambeth 033D,E09000022,Lambeth,"6,797",3,,,
E01003070,Lambeth 033E,E09000022,Lambeth,"3,295",2,,,
E01003071,Lambeth 018D,E09000022,Lambeth,"17,838",6,,,
E01003072,Lambeth 014A,E09000022,Lambeth,"17,496",6,,,
E01003073,Lambeth 014B,E09000022,Lambeth,"7,919",3,,,
E01003074,Lambeth 018E,E09000022,Lambeth,"11,024",4,,,
E01003075,Lambeth 009C,E09000022,Lambeth,"3,565",2,,,
E01003076,Lambeth 014C,E09000022,Lambeth,"15,651",5,,,
E01003077,Lambeth 014D,E09000022,Lambeth,"14,746",5,,,
E01003078,Lambeth 014E,E09000022,Lambeth,"23,508",8,,,
E01003079,Lambeth 027A,E09000022,Lambeth,"7,655",3,,,
E01003080,Lambeth 027B,E09000022,Lambeth,"15,676",5,,,
E01003081,Lambeth 028C,E09000022,Lambeth,"8,157",3,,,
E01003082,Lambeth 031C,E09000022,Lambeth,"7,936",3,,,
E01003083,Lambeth 030A,E09000022,Lambeth,"14,658",5,,,
E01003084,Lambeth 030B,E09000022,Lambeth,"14,997",5,,,
E01003085,Lambeth 030C,E09000022,Lambeth,"17,595",6,,,
E01003086,Lambeth 031D,E09000022,Lambeth,"7,351",3,,,
E01003087,Lambeth 031E,E09000022,Lambeth,"3,600",2,,,
E01003088,Lambeth 010A,E09000022,Lambeth,"6,905",3,,,
E01003089,Lambeth 008A,E09000022,Lambeth,"7,326",3,,,
E01003090,Lambeth 012D,E09000022,Lambeth,"10,501",4,,,
E01003091,Lambeth 008B,E09000022,Lambeth,"11,741",4,,,
E01003092,Lambeth 008C,E09000022,Lambeth,"5,334",2,,,
E01003093,Lambeth 010B,E09000022,Lambeth,"6,561",2,,,
E01003094,Lambeth 010C,E09000022,Lambeth,"7,822",3,,,
E01003095,Lambeth 012E,E09000022,Lambeth,"14,572",5,,,
E01003096,Lambeth 010D,E09000022,Lambeth,"10,488",4,,,
E01003097,Lambeth 006A,E09000022,Lambeth,"7,024",3,,,
E01003098,Lambeth 005A,E09000022,Lambeth,"11,756",4,,,
E01003099,Lambeth 005B,E09000022,Lambeth,"9,835",3,,,
E01003100,Lambeth 005C,E09000022,Lambeth,"17,071",6,,,
E01003101,Lambeth 003A,E09000022,Lambeth,"8,915",3,,,
E01003102,Lambeth 004A,E09000022,Lambeth,"10,233",4,,,
E01003104,Lambeth 004C,E09000022,Lambeth,"10,988",4,,,
E01003105,Lambeth 003B,E09000022,Lambeth,"8,374",3,,,
E01003106,Lambeth 003C,E09000022,Lambeth,"9,487",3,,,
E01003107,Lambeth 003D,E09000022,Lambeth,"16,537",6,,,
E01003108,Lambeth 002B,E09000022,Lambeth,"6,591",3,,,
E01003109,Lambeth 003E,E09000022,Lambeth,"9,248",3,,,
E01003110,Lambeth 002C,E09000022,Lambeth,"16,598",6,,,
E01003111,Lambeth 002D,E09000022,Lambeth,"5,781",2,,,
E01003112,Lambeth 002E,E09000022,Lambeth,"8,065",3,,,
E01003113,Lambeth 032A,E09000022,Lambeth,"11,942",4,,,
E01003114,Lambeth 032B,E09000022,Lambeth,"12,492",4,,,
E01003115,Lambeth 034A,E09000022,Lambeth,"13,952",5,,,
E01003116,Lambeth 029A,E09000022,Lambeth,"13,964",5,,,
E01003117,Lambeth 029B,E09000022,Lambeth,"12,619",4,,,
E01003118,Lambeth 029C,E09000022,Lambeth,"12,194",4,,,
E01003119,Lambeth 032C,E09000022,Lambeth,"12,753",4,,,
E01003120,Lambeth 032D,E09000022,Lambeth,"6,716",3,,,
E01003121,Lambeth 006B,E09000022,Lambeth,"6,760",3,,,
E01003122,Lambeth 004D,E09000022,Lambeth,"10,330",4,,,
E01003123,Lambeth 006C,E09000022,Lambeth,"15,107",5,,,
E01003124,Lambeth 006D,E09000022,Lambeth,"8,081",3,,,
E01003125,Lambeth 006E,E09000022,Lambeth,"7,884",3,,,
E01003126,Lambeth 008D,E09000022,Lambeth,"8,668",3,,,
E01003127,Lambeth 010E,E09000022,Lambeth,"10,122",4,,,
E01003128,Lambeth 008E,E09000022,Lambeth,"6,116",2,,,
E01003129,Lambeth 004E,E09000022,Lambeth,"11,167",4,,,
E01003130,Lambeth 026A,E09000022,Lambeth,"16,679",6,,,
E01003131,Lambeth 026B,E09000022,Lambeth,"15,900",5,,,
E01003132,Lambeth 024A,E09000022,Lambeth,"7,016",3,,,
E01003133,Lambeth 027C,E09000022,Lambeth,"11,078",4,,,
E01003134,Lambeth 027D,E09000022,Lambeth,"14,757",5,,,
E01003135,Lambeth 026C,E09000022,Lambeth,"7,255",3,,,
E01003136,Lambeth 022A,E09000022,Lambeth,"11,860",4,,,
E01003137,Lambeth 022B,E09000022,Lambeth,"8,364",3,,,
E01003138,Lambeth 026D,E09000022,Lambeth,"23,730",8,,,
E01003139,Lambeth 035A,E09000022,Lambeth,"20,521",7,,,
E01003140,Lambeth 035B,E09000022,Lambeth,"17,091",6,,,
E01003141,Lambeth 034B,E09000022,Lambeth,"11,366",4,,,
E01003142,Lambeth 035C,E09000022,Lambeth,"15,996",5,,,
E01003143,Lambeth 035D,E09000022,Lambeth,"8,591",3,,,
E01003144,Lambeth 034C,E09000022,Lambeth,"16,659",6,,,
E01003145,Lambeth 034D,E09000022,Lambeth,"11,635",4,,,
E01003146,Lambeth 035E,E09000022,Lambeth,"10,705",4,,,
E01003147,Lambeth 034E,E09000022,Lambeth,"13,846",5,,,
E01003148,Lambeth 032E,E09000022,Lambeth,"15,274",5,,,
E01003149,Lambeth 030D,E09000022,Lambeth,"18,720",6,,,
E01003150,Lambeth 032F,E09000022,Lambeth,"9,888",4,,,
E01003151,Lambeth 026E,E09000022,Lambeth,"6,636",3,,,
E01003152,Lambeth 027E,E09000022,Lambeth,"21,006",7,,,
E01003153,Lambeth 029D,E09000022,Lambeth,"19,158",6,,,
E01003154,Lambeth 030E,E09000022,Lambeth,"8,914",3,,,
E01003155,Lambeth 029E,E09000022,Lambeth,"15,185",5,,,
E01003156,Lambeth 023B,E09000022,Lambeth,"15,573",5,,,
E01003157,Lambeth 023C,E09000022,Lambeth,"20,129",7,,,
E01003158,Lambeth 023D,E09000022,Lambeth,"27,507",9,,,
E01003159,Lambeth 022C,E09000022,Lambeth,"5,458",2,,,
E01003160,Lambeth 022D,E09000022,Lambeth,"8,375",3,,,
E01003161,Lambeth 023E,E09000022,Lambeth,"15,308",5,,,
E01003162,Lambeth 022E,E09000022,Lambeth,"9,410",3,,,
E01003163,Lambeth 023F,E09000022,Lambeth,"18,787",6,,,
E01003164,Lambeth 025A,E09000022,Lambeth,"8,977",3,,,
E01003165,Lambeth 025B,E09000022,Lambeth,"12,526",4,,,
E01003166,Lambeth 028D,E09000022,Lambeth,"16,219",5,,,
E01003167,Lambeth 028E,E09000022,Lambeth,"19,446",6,,,
E01003168,Lambeth 025C,E09000022,Lambeth,"4,141",2,,,
E01003169,Lambeth 025D,E09000022,Lambeth,"11,737",4,,,
E01003170,Lambeth 025E,E09000022,Lambeth,"21,658",7,,,
E01003171,Lambeth 020B,E09000022,Lambeth,"10,536",4,,,
E01003172,Lambeth 024B,E09000022,Lambeth,"7,715",3,,,
E01003173,Lambeth 020C,E09000022,Lambeth,"18,535",6,,,
E01003174,Lambeth 024C,E09000022,Lambeth,"6,425",2,,,
E01003175,Lambeth 024D,E09000022,Lambeth,"5,531",2,,,
E01003176,Lambeth 016E,E09000022,Lambeth,"5,818",2,,,
E01003177,Lambeth 020D,E09000022,Lambeth,"10,365",4,,,
E01003178,Lambeth 020E,E09000022,Lambeth,"12,993",4,,,
E01003179,Lambeth 024E,E09000022,Lambeth,"7,576",3,,,
E01003180,Lambeth 005D,E09000022,Lambeth,"12,452",4,,,
E01003181,Lambeth 007A,E09000022,Lambeth,"5,124",2,,,
E01003182,Lambeth 009D,E09000022,Lambeth,"9,827",3,,,
E01003183,Lambeth 005E,E09000022,Lambeth,"8,600",3,,,
E01003184,Lambeth 007B,E09000022,Lambeth,"6,491",2,,,
E01003185,Lambeth 007C,E09000022,Lambeth,"9,547",3,,,
E01003186,Lambeth 007D,E09000022,Lambeth,"14,548",5,,,
E01003187,Lambeth 007E,E09000022,Lambeth,"5,622",2,,,
E01003188,Lambeth 009E,E09000022,Lambeth,"4,753",2,,,
E01003189,Lewisham 034A,E09000023,Lewisham,"3,400",2,,,
E01003190,Lewisham 034B,E09000023,Lewisham,"5,993",2,,,
E01003191,Lewisham 034C,E09000023,Lewisham,"5,923",2,,,
E01003192,Lewisham 034D,E09000023,Lewisham,"2,371",1,,,
E01003193,Lewisham 029A,E09000023,Lewisham,"7,450",3,,,
E01003194,Lewisham 029B,E09000023,Lewisham,"6,054",2,,,
E01003195,Lewisham 029C,E09000023,Lewisham,"13,849",5,,,
E01003196,Lewisham 029D,E09000023,Lewisham,"3,631",2,,,
E01003197,Lewisham 029E,E09000023,Lewisham,"3,348",2,,,
E01003198,Lewisham 009A,E09000023,Lewisham,"15,575",5,,,
E01003199,Lewisham 007A,E09000023,Lewisham,"20,519",7,,,
E01003200,Lewisham 009B,E09000023,Lewisham,"22,667",7,,,
E01003201,Lewisham 007B,E09000023,Lewisham,"8,912",3,,,
E01003202,Lewisham 009C,E09000023,Lewisham,"25,548",8,,,
E01003203,Lewisham 009D,E09000023,Lewisham,"10,983",4,,,
E01003204,Lewisham 007C,E09000023,Lewisham,"13,701",5,,,
E01003205,Lewisham 007D,E09000023,Lewisham,"5,441",2,,,
E01003206,Lewisham 007E,E09000023,Lewisham,"19,655",6,,,
E01003207,Lewisham 005A,E09000023,Lewisham,"5,288",2,,,
E01003209,Lewisham 005B,E09000023,Lewisham,"10,315",4,,,
E01003210,Lewisham 005C,E09000023,Lewisham,"12,574",4,,,
E01003211,Lewisham 008B,E09000023,Lewisham,"11,780",4,,,
E01003212,Lewisham 005D,E09000023,Lewisham,"12,114",4,,,
E01003213,Lewisham 008C,E09000023,Lewisham,"13,684",5,,,
E01003214,Lewisham 008D,E09000023,Lewisham,"10,004",4,,,
E01003215,Lewisham 005E,E09000023,Lewisham,"10,868",4,,,
E01003216,Lewisham 025A,E09000023,Lewisham,"12,238",4,,,
E01003217,Lewisham 022A,E09000023,Lewisham,"13,562",5,,,
E01003218,Lewisham 022B,E09000023,Lewisham,"18,170",6,,,
E01003219,Lewisham 025B,E09000023,Lewisham,"15,835",5,,,
E01003220,Lewisham 022C,E09000023,Lewisham,"10,734",4,,,
E01003221,Lewisham 025C,E09000023,Lewisham,"7,242",3,,,
E01003222,Lewisham 022D,E09000023,Lewisham,"12,694",4,,,
E01003223,Lewisham 025D,E09000023,Lewisham,"17,192",6,,,
E01003224,Lewisham 022E,E09000023,Lewisham,"12,703",4,,,
E01003225,Lewisham 015A,E09000023,Lewisham,"25,222",8,,,
E01003226,Lewisham 019A,E09000023,Lewisham,"17,209",6,,,
E01003227,Lewisham 019B,E09000023,Lewisham,"19,214",6,,,
E01003228,Lewisham 019C,E09000023,Lewisham,"16,022",5,,,
E01003229,Lewisham 019D,E09000023,Lewisham,"6,878",3,,,
E01003230,Lewisham 019E,E09000023,Lewisham,"12,776",4,,,
E01003231,Lewisham 015B,E09000023,Lewisham,"11,609",4,,,
E01003232,Lewisham 015C,E09000023,Lewisham,"21,837",7,,,
E01003233,Lewisham 015D,E09000023,Lewisham,"17,613",6,,,
E01003235,Lewisham 038A,E09000023,Lewisham,"8,806",3,,,
E01003236,Lewisham 037A,E09000023,Lewisham,"5,272",2,,,
E01003237,Lewisham 037B,E09000023,Lewisham,"7,764",3,,,
E01003238,Lewisham 037C,E09000023,Lewisham,"5,339",2,,,
E01003239,Lewisham 037D,E09000023,Lewisham,"6,092",2,,,
E01003240,Lewisham 038B,E09000023,Lewisham,"6,899",3,,,
E01003241,Lewisham 038C,E09000023,Lewisham,"6,627",3,,,
E01003243,Lewisham 038D,E09000023,Lewisham,"5,046",2,,,
E01003244,Lewisham 001A,E09000023,Lewisham,"8,412",3,,,
E01003245,Lewisham 001B,E09000023,Lewisham,"5,786",2,,,
E01003246,Lewisham 002A,E09000023,Lewisham,"3,988",2,,,
E01003247,Lewisham 001C,E09000023,Lewisham,"16,096",5,,,
E01003248,Lewisham 002B,E09000023,Lewisham,"7,672",3,,,
E01003249,Lewisham 001D,E09000023,Lewisham,"11,039",4,,,
E01003250,Lewisham 001E,E09000023,Lewisham,"7,991",3,,,
E01003251,Lewisham 002C,E09000023,Lewisham,"8,929",3,,,
E01003252,Lewisham 002D,E09000023,Lewisham,"4,413",2,,,
E01003253,Lewisham 002E,E09000023,Lewisham,"5,562",2,,,
E01003254,Lewisham 021A,E09000023,Lewisham,"21,913",7,,,
E01003255,Lewisham 021B,E09000023,Lewisham,"16,542",6,,,
E01003256,Lewisham 028A,E09000023,Lewisham,"7,863",3,,,
E01003257,Lewisham 028B,E09000023,Lewisham,"12,841",4,,,
E01003258,Lewisham 028C,E09000023,Lewisham,"7,446",3,,,
E01003259,Lewisham 028D,E09000023,Lewisham,"13,495",5,,,
E01003260,Lewisham 021C,E09000023,Lewisham,"19,513",6,,,
E01003261,Lewisham 021D,E09000023,Lewisham,"18,301",6,,,
E01003262,Lewisham 021E,E09000023,Lewisham,"15,134",5,,,
E01003263,Lewisham 023A,E09000023,Lewisham,"8,997",3,,,
E01003264,Lewisham 031A,E09000023,Lewisham,"9,917",4,,,
E01003265,Lewisham 031B,E09000023,Lewisham,"8,272",3,,,
E01003266,Lewisham 031C,E09000023,Lewisham,"4,473",2,,,
E01003267,Lewisham 031D,E09000023,Lewisham,"5,847",2,,,
E01003268,Lewisham 023B,E09000023,Lewisham,"12,132",4,,,
E01003269,Lewisham 023C,E09000023,Lewisham,"9,214",3,,,
E01003270,Lewisham 023D,E09000023,Lewisham,"22,714",7,,,
E01003271,Lewisham 023E,E09000023,Lewisham,"26,075",8,,,
E01003272,Lewisham 014A,E09000023,Lewisham,"15,368",5,,,
E01003273,Lewisham 011A,E09000023,Lewisham,"16,925",6,,,
E01003274,Lewisham 014B,E09000023,Lewisham,"16,957",6,,,
E01003275,Lewisham 014C,E09000023,Lewisham,"7,727",3,,,
E01003276,Lewisham 014D,E09000023,Lewisham,"13,770",5,,,
E01003277,Lewisham 011B,E09000023,Lewisham,"12,566",4,,,
E01003278,Lewisham 011C,E09000023,Lewisham,"10,084",4,,,
E01003279,Lewisham 011D,E09000023,Lewisham,"17,690",6,,,
E01003280,Lewisham 016A,E09000023,Lewisham,"9,617",3,,,
E01003281,Lewisham 016B,E09000023,Lewisham,"16,775",6,,,
E01003282,Lewisham 013A,E09000023,Lewisham,"11,731",4,,,
